DATE,CORESTICKM159SFRBATL
1998-06-30,2.617344784
1998-09-30,2.6105120223333333
1998-12-31,2.4988203466666667
1999-03-31,2.3122856666666665
1999-06-30,2.150058
1999-09-30,2.092243
1999-12-31,2.1217629999999996
2000-03-31,2.3993419999999994
2000-06-30,2.556459333333333
2000-09-30,2.8282900000000004
2000-12-31,2.9207250000000005
2001-03-31,2.940032
2001-06-30,3.1219136666666665
2001-09-30,3.2827566666666663
2001-12-31,3.5503286666666667
2002-03-31,3.5177929999999997
2002-06-30,3.3865486666666667
2002-09-30,3.145635666666667
2002-12-31,2.851226666666667
2003-03-31,2.697638
2003-06-30,2.350286
2003-09-30,2.185938333333333
2003-12-31,2.0481346666666664
2004-03-31,2.0378456666666667
2004-06-30,2.2824293333333334
2004-09-30,2.2455293333333333
2004-12-31,2.2757726666666667
2005-03-31,2.2755453333333335
2005-06-30,2.257718666666667
2005-09-30,2.2919629999999995
2005-12-31,2.4020569999999997
2006-03-31,2.5043676666666665
2006-06-30,2.82766
2006-09-30,3.172047333333333
2006-12-31,3.18104
2007-03-31,3.129683333333334
2007-06-30,2.784459333333333
2007-09-30,2.4864963333333336
2007-12-31,2.6188326666666666
2008-03-31,2.684794
2008-06-30,2.8174930000000002
2008-09-30,3.0542993333333333
2008-12-31,2.771273666666667
2009-03-31,2.505415333333333
2009-06-30,2.237264
2009-09-30,1.7567016666666664
2009-12-31,1.3965153333333333
2010-03-31,1.0483168
2010-06-30,0.8135759
2010-09-30,0.6996849666666667
2010-12-31,0.7754744666666666
2011-03-31,1.0839320666666667
2011-06-30,1.2534413333333332
2011-09-30,1.5971323333333334
2011-12-31,1.9054519999999997
2012-03-31,2.084076666666667
2012-06-30,2.2063086666666667
2012-09-30,2.216934
2012-12-31,2.1697710000000003
2013-03-31,2.102180333333333
2013-06-30,1.9037829999999998
2013-09-30,1.8884146666666666
2013-12-31,1.8766796666666667
2014-03-31,1.8108643333333332
2014-06-30,2.0986553333333338
2014-09-30,2.002502
2014-12-31,1.9872786666666666
2015-03-31,1.9794960000000001
2015-06-30,2.071334333333333
2015-09-30,2.1894060000000004
2015-12-31,2.3892046666666666
2016-03-31,2.5084486666666668
2016-06-30,2.5535789999999996
2016-09-30,2.6369336666666667
2016-12-31,2.535372666666667
2017-03-31,2.584297
2017-06-30,2.165805
2017-09-30,2.0993926666666667
2017-12-31,2.1315233333333334
2018-03-31,2.2159496666666665
2018-06-30,2.528900333333333
2018-09-30,2.471359
2018-12-31,2.449275666666667
2019-03-31,2.369314333333333
2019-06-30,2.3820910000000004
2019-09-30,2.5764183333333333
2019-12-31,2.7574086666666666
2020-03-31,2.732379333333333
2020-06-30,2.062335666666667
2020-09-30,2.1582383333333333
2020-12-31,1.681852
2021-03-31,1.4660193333333333
2021-06-30,2.4434543333333334
2021-09-30,2.4222259999999998
2021-12-31,3.2161486666666668
2022-03-31,4.260048666666667
2022-06-30,5.017079666666667
2022-09-30,5.963353000000001
2022-12-31,6.424552000000001
2023-03-31,6.467833333333334
2023-06-30,5.942054333333334
2023-09-30,5.179248666666666
2023-12-31,4.708538999999999
2024-03-31,4.5054124196666665
